"score","coverage","variants","original_variants","format","original_build","action"
"PGS001282","1","329","329","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001283","1","989","993","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001284","0.99","6721","6755","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001285","1","7278","7313","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001286","1","464","466","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001287","0.92","33","36","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001288","0.99","193","195","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001289","1","11","11","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001290","1","578","579","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001291","1","945","948","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001292","1","600","602","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001293","1","92","92","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001294","1","3482","3496","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001295","1","384","385","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001296","0.98","349","356","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001297","0.96","66","69","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001298","1","9206","9227","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001299","0.96","23","24","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001300","0.78","7","9","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001301","0.98","420","428","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001302","1","1212","1214","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001303","1","480","480","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001304","1","116","116","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001305","1","121","121","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001306","0.98","175","179","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001307","0.99","801","809","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001308","1","7","7","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001309","0.99","320","323","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001310","0.98","172","175","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001312","0.98","200","204","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001313","0.99","573","578","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001314","1","1105","1108","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001315","1","1786","1788","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001316","1","1828","1831","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001317","1","1028","1030","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001318","1","7821","7845","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001319","1","2","2","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001320","1","13748","13791","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001321","1","1099","1103","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001322","1","652","655","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001323","0.99","2054","2066","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001324","1","13817","13862","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001326","1","42","42","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001327","1","4039","4053","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001328","1","2507","2515","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001329","1","2263","2270","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001330","1","219","220","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001331","1","256","257","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001332","1","482","482","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001333","1","568","569","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001334","1","497","498","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001335","1","14041","14076","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001336","1","555","555","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001337","1","195","195","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001338","1","1219","1223","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001339","1","2139","2142","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001340","1","2950","2955","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001341","1","6409","6430","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001343","1","6403","6425","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001344","1","6117","6139","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001345","0.99","432","435","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001346","1","8472","8508","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001347","1","139","139","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001348","1","15","15","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001349","1","6","6","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001350","1","1023373","1023373","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001351","1","1025098","1025098","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001352","1","1018836","1018836","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001353","0.83","5","6","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS001355","1","2994055","2994055","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001356","1","2996793","2996793","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001357","1","2996761","2996761","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001358","1","148","148","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001359","1","9465","9497","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001360","1","10041","10082","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001361","0.99","971","976","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001362","1","8565","8600","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001363","1","8943","8983","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001364","1","319","319","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001365","1","8480","8504","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001366","1","9179","9219","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001367","1","8546","8580","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001368","1","8692","8730","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001369","1","4","4","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001370","0.99","916","922","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001371","0.92","24","26","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001372","1","254","255","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001373","1","8846","8870","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001374","1","663","663","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001375","1","243","243","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001376","1","844","845","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001377","1","3199","3205","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001378","1","3044","3050","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001379","1","850","850","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001380","1","2238","2240","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001381","1","2489","2500","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001382","1","2388","2390","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001383","1","3927","3941","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001384","1","1523","1526","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001385","1","9","9","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001386","1","533","534","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001387","1","333","333","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001388","1","1","1","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001389","1","988","989","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001390","1","220","220","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001391","1","817","819","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001392","1","312","312","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001393","1","397","398","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001394","1","859","860","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001395","0.99","254","256","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001396","0.99","2416","2431","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001397","1","1273","1276","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001398","1","658","659","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001399","1","5","5","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001400","1","15553","15602","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001401","1","1811","1814","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001402","1","14208","14251","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001403","1","8260","8285","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001404","1","9616","9637","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001405","1","3161","3166","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001406","1","15809","15856","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001407","0.95","63","66","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001408","1","10843","10871","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001409","1","1165","1166","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001410","1","1557","1563","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001411","1","3505","3513","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001412","0.99","264","266","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001413","1","26","26","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001414","1","15093","15143","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001415","1","730","731","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001416","1","1279","1280","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001417","1","754","754","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001418","1","1294","1295","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001419","1","892","895","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001420","1","1219","1224","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001421","1","330","330","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001422","1","877","879","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001423","1","342","342","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001424","1","938","940","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001425","1","1173","1174","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001426","1","833","836","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001427","1","1071","1073","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001428","1","943","946","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001429","1","1138","1140","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001430","1","1793","1796","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001431","1","2074","2080","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001432","1","1653","1654","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001433","1","1869","1877","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001434","1","1164","1164","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001435","1","456","456","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001436","1","1374","1376","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001437","1","1441","1445","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001438","1","597","598","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001439","1","1643","1647","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001440","1","1857","1860","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001441","1","820","821","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001442","1","1235","1238","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001443","1","1285","1286","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001444","1","480","480","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001445","1","3377","3389","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001446","1","1457","1463","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001447","1","1200","1202","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001448","1","1943","1948","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001449","1","726","727","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001450","1","1486","1490","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001451","1","2084","2090","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001452","1","868","870","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001453","1","1305","1308","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001454","1","2872","2881","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001455","1","1901","1907","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001456","1","1498","1501","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001457","0.99","1919","1929","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001458","0.99","3043","3061","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001459","1","1148","1153","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001460","1","2389","2400","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001461","1","722","724","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001462","1","1314","1316","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001463","1","1349","1353","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001464","1","2383","2387","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001465","1","188","188","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001466","1","2523","2530","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001467","1","710","711","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001468","1","1262","1262","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001469","1","245","246","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001470","1","249","250","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001471","1","1574","1580","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001472","1","2720","2727","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001473","1","1927","1934","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001474","1","2004","2010","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001475","1","1952","1957","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001476","0.99","2062","2073","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001477","0.99","1744","1753","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001478","1","2262","2268","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001479","1","2107","2113","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001480","1","1645","1651","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001481","1","2187","2195","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001482","1","2062","2068","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001483","1","1419","1420","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001484","1","2783","2789","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001485","1","2297","2299","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001486","1","402","402","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001487","1","703","703","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001488","1","1968","1974","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001489","1","1745","1750","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001490","1","1114","1117","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001491","1","960","962","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001492","1","638","641","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001493","0.99","391","393","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001494","0.99","115","116","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001495","1","627","627","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001496","0.99","113","114","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001497","0.99","156","157","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001498","0.99","141","142","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001499","1","730","733","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001500","0.99","463","466","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001501","1","553","554","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001502","0.99","397","400","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001503","0.99","705","709","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001504","1","666","666","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001505","0.99","255","257","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001506","0.99","390","392","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001507","1","1006","1009","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001508","1","929","930","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001509","1","940","942","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001510","1","2159","2164","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001511","1","1920","1922","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001512","1","2469","2474","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001513","1","114","114","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001514","0.99","271","273","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001515","1","9","9","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001516","1","90","90","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001517","1","20838","20910","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001518","1","591","591","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001519","1","691","693","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001520","1","1355","1358","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001521","1","390","391","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001522","1","17","17","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001523","1","4102","4117","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001524","1","764","765","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001525","1","401","401","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001526","1","608","609","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001527","1","115","115","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001528","1","6246","6262","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001529","1","13134","13172","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001530","1","8389","8419","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001531","1","8892","8912","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001532","1","86","86","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001533","1","343","343","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001534","1","355","355","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001535","1","309","309","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001536","0.97","75","77","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001537","1","645","647","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001538","1","642","643","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001539","1","1181","1183","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001540","1","1864","1871","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001541","1","1995","1999","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001542","1","1052","1055","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001543","1","1903","1910","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001544","1","2054","2061","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001545","1","1139","1139","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001546","0.99","114","115","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001547","1","632","632","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001548","1","194","194","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001549","1","1118","1123","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001550","1","388","389","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001551","1","244","244","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001552","1","652","652","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001553","0.99","2358","2371","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001554","1","1908","1913","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001555","1","2501","2510","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001556","1","928","930","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001557","1","800","804","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001558","0.99","821","826","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001559","0.99","589","592","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001560","1","2314","2320","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001561","1","1600","1604","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001562","1","1518","1524","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001563","1","1420","1427","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001564","1","1333","1336","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001565","1","774","775","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001566","1","612","612","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001567","1","696","697","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS001568","1","287","288","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
